NAISTYP_SORT;NAISTYP_C;ART;SISF_NR;VORH;update
1;1;B;100;3;
1;1;B;300;0;
1;1;B;600;0;
1;1;B;700;0;
1;1;B;800;0;
1;1;B;9500;;delete
1;1;B;25200;0;
1;1;B;25300;0;
1;1;B;25400;0;
1;1;B;60400;3;update
1;1;B;96900;0;update
1;1;B;97200;1;update
1;1;B;165000;1;
1;1;B;174200;0;
1;1;B;213300;;delete
1;1;B;217500;0;
1;1;B;227200;1;update
1;1;B;252900;0;
1;1;B;287100;;delete
1;1;B;302800;1;update
1;1;B;304900;0;
1;1;B;305800;0;
1;1;B;306100;1;update
1;1;B;317100;0;
1;1;B;317300;0;
1;1;B;317500;0;update
1;1;B;328400;0;
1;1;B;329700;0;
1;1;B;330600;1;update
1;1;B;335300;0;
1;1;B;335900;1;update
1;1;B;336000;0;
1;1;B;336100;0;
1;1;B;336200;;delete
1;1;B;346500;;delete
1;1;B;362800;0;
1;1;B;363700;3;
1;1;B;402200;0;update
1;1;B;402300;3;
1;1;B;402500;0;
1;1;B;402600;0;
1;1;B;402700;0;
1;1;B;413600;0;update
1;1;B;421400;0;update
1;1;B;421500;0;
1;1;B;432800;0;
1;1;B;432900;0;
1;1;B;433000;0;
1;1;K;33600;0;
1;1;K;55700;2;
1;1;K;57400;1;
1;1;K;64200;0;
1;1;K;86100;0;
1;1;K;92500;1;
1;1;K;143300;0;
1;1;K;179300;0;
1;1;K;179900;2;
1;1;K;194000;0;
1;1;K;202600;0;
1;1;K;229700;1;
1;1;K;246900;1;
1;1;K;247300;1;
1;1;K;247500;2;
1;1;K;248300;1;
1;1;K;252400;2;
1;1;K;256500;1;
1;1;K;256600;1;
1;1;K;265700;2;
1;1;K;287300;2;
1;1;K;302400;0;
1;1;K;310500;2;
1;1;K;313400;0;
1;1;K;324700;0;
1;1;K;325200;2;
1;1;K;330800;2;
1;1;K;415300;1;
1;1;K;434800;1;
1;1;K;442400;1;
1;1;K;444100;2;
1;1;K;451600;2;
1;1;M;1000155;1;
1;1;M;1000171;1;
1;1;M;1000289;1;
1;1;M;1000434;1;
1;1;M;1000447;1;
1;1;M;1000577;1;
1;1;S;113350;;delete
1;1;S;119700;0;
1;1;S;121600;2;
1;1;S;122200;0;
1;1;S;174000;1;
1;1;S;194000;0;
1;1;S;213300;;delete
1;1;S;244000;2;
1;1;S;244200;2;
1;1;S;305500;0;
1;1;S;353100;2;
1;1;S;354400;2;
1;1;S;368300;2;
1;1;S;368400;2;
1.009;1h     ;B;100;1;
1.009;1h     ;B;300;0;
1.009;1h     ;B;600;0;
1.009;1h     ;B;700;0;
1.009;1h     ;B;800;1;update
1.009;1h     ;B;25200;0;
1.009;1h     ;B;25300;0;
1.009;1h     ;B;25400;0;
1.009;1h     ;B;60400;0;update
1.009;1h     ;B;96900;0;
1.009;1h     ;B;97200;0;
1.009;1h     ;B;165000;1;
1.009;1h     ;B;174200;0;
1.009;1h     ;B;217500;0;
1.009;1h     ;B;227200;0;update
1.009;1h;B;252900;0;
1.009;1h     ;B;287100;;delete
1.009;1h     ;B;302800;1;update
1.009;1h     ;B;304900;0;
1.009;1h     ;B;305800;0;
1.009;1h     ;B;306100;0;update
1.009;1h     ;B;317100;0;
1.009;1h     ;B;317300;0;
1.009;1h     ;B;317500;0;update
1.009;1h     ;B;328400;0;
1.009;1h;B;329700;0;
1.009;1h     ;B;330600;0;update
1.009;1h;B;335300;0;
1.009;1h     ;B;335900;0;
1.009;1h     ;B;336000;0;
1.009;1h     ;B;336100;0;
1.009;1h     ;B;346500;;delete
1.009;1h     ;B;362800;0;
1.009;1h     ;B;363700;3;
1.009;1h     ;B;402200;3;update
1.009;1h     ;B;402300;2;
1.009;1h     ;B;402500;0;
1.009;1h;B;402600;0;
1.009;1h;B;402700;0;
1.009;1h     ;B;413600;0;
1.009;1h     ;B;421400;0;update
1.009;1h     ;B;421500;0;
1.009;1h     ;B;432800;0;
1.009;1h;B;432900;0;
1.009;1h;B;433000;0;
1.009;1h     ;K;55700;2;
1.009;1h     ;K;57400;1;
1.009;1h     ;K;62500;2;
1.009;1h     ;K;92500;1;
1.009;1h     ;K;165800;1;
1.009;1h     ;K;179900;2;
1.009;1h     ;K;202600;2;
1.009;1h     ;K;207300;2;
1.009;1h     ;K;229700;2;
1.009;1h     ;K;246900;1;
1.009;1h     ;K;247300;1;
1.009;1h     ;K;248300;1;
1.009;1h     ;K;249700;1;
1.009;1h     ;K;252400;2;
1.009;1h     ;K;256500;2;
1.009;1h     ;K;256600;2;
1.009;1h     ;K;287300;2;
1.009;1h     ;K;325200;1;
1.009;1h     ;K;345300;2;
1.009;1h     ;K;415300;2;
1.009;1h     ;K;434800;1;
1.009;1h     ;M;1000155;1;
1.009;1h     ;M;1000171;1;
1.009;1h     ;M;1000283;1;
1.009;1h     ;M;1000289;1;
1.009;1h     ;M;1000301;1;
1.009;1h     ;M;1000434;1;
1.009;1h     ;M;1000447;1;
1.009;1h     ;M;1000499;1;
1.009;1h     ;M;1000577;1;
1.009;1h     ;S;121600;2;
1.009;1h     ;S;122200;0;
1.009;1h     ;S;174000;1;
1.009;1h     ;S;244200;2;
1.009;1h;S;305500;0;
1.009;1h     ;S;353100;2;
1.009;1h     ;S;354400;2;
1.009;1h     ;S;368400;2;
2;2;B;100;3;update
2;2;B;300;0;
2;2;B;600;0;
2;2;B;700;0;
2;2;B;800;0;
2;2;B;9500;;delete
2;2;B;25200;0;
2;2;B;25300;0;
2;2;B;25400;0;
2;2;B;60400;0;update
2;2;B;96900;0;update
2;2;B;97200;1;update
2;2;B;165000;1;
2;2;B;174200;0;
2;2;B;213300;;delete
2;2;B;217500;0;
2;2;B;227200;3;
2;2;B;252900;0;
2;2;B;287100;;delete
2;2;B;302800;3;update
2;2;B;304900;0;
2;2;B;305800;0;
2;2;B;306100;1;update
2;2;B;317100;0;
2;2;B;317300;0;
2;2;B;317500;0;update
2;2;B;328400;0;
2;2;B;329700;0;
2;2;B;330600;3;insert
2;2;B;335300;0;
2;2;B;335900;1;update
2;2;B;336000;0;
2;2;B;336100;0;
2;2;B;346500;;delete
2;2;B;362800;0;
2;2;B;363700;3;
2;2;B;402200;0;update
2;2;B;402300;0;update
2;2;B;402500;0;
2;2;B;402600;0;
2;2;B;402700;0;
2;2;B;413600;0;
2;2;B;421400;0;
2;2;B;421500;0;
2;2;B;432800;0;
2;2;B;432900;0;
2;2;B;433000;0;
2;2;K;55700;2;
2;2;K;57400;1;
2;2;K;73600;1;
2;2;K;92500;1;
2;2;K;229700;1;
2;2;K;246900;1;
2;2;K;247300;1;
2;2;K;247500;2;
2;2;K;248300;1;
2;2;K;256500;1;
2;2;K;256600;1;
2;2;K;263300;1;
2;2;K;265700;2;
2;2;K;287300;2;
2;2;K;310500;2;
2;2;K;325200;2;
2;2;K;415300;1;
2;2;K;434800;1;
2;2;K;442400;1;
2;2;M;1000155;1;
2;2;M;1000171;1;
2;2;M;1000283;1;
2;2;M;1000289;1;
2;2;M;1000328;1;
2;2;M;1000447;1;
2;2;M;1000499;1;
2;2;S;122200;0;
2;2;S;174000;1;
2;2;S;213300;;delete
2;2;S;244000;2;
2;2;S;305500;0;
3;3;B;100;2;
3;3;B;300;0;
3;3;B;600;0;
3;3;B;700;3;
3;3;B;800;0;update
3;3;B;25200;0;
3;3;B;25300;0;
3;3;B;25400;0;
3;3;B;60400;3;
3;3;B;96900;0;
3;3;B;97200;2;
3;3;B;165000;1;
3;3;B;174200;0;update
3;3;B;213300;;delete
3;3;B;217500;0;
3;3;B;224200;;delete
3;3;B;227200;3;
3;3;B;252900;0;
3;3;B;302800;2;
3;3;B;304900;0;
3;3;B;305800;0;
3;3;B;306100;3;
3;3;B;317100;0;
3;3;B;317300;0;
3;3;B;317500;3;
3;3;B;328400;3;
3;3;B;329700;0;
3;3;B;330600;3;
3;3;B;335300;0;
3;3;B;335600;;delete
3;3;B;335900;2;
3;3;B;336000;0;
3;3;B;336100;0;
3;3;B;336200;;delete
3;3;B;363700;3;
3;3;B;402200;3;
3;3;B;402300;3;
3;3;B;402500;0;
3;3;B;402600;0;
3;3;B;402700;0;
3;3;B;413600;3;
3;3;B;421400;0;update
3;3;B;421500;0;
3;3;B;432800;0;
3;3;B;432900;0;
3;3;B;433000;0;
3;3;K;57400;1;
3;3;K;70600;1;
3;3;K;92500;1;
3;3;K;202600;1;
3;3;K;247300;1;
3;3;K;248300;2;
3;3;K;252400;2;
3;3;K;263300;2;
3;3;K;287300;2;
3;3;K;300800;2;
3;3;K;316400;2;
3;3;K;325200;1;
3;3;K;401400;1;
3;3;K;434800;1;
3;3;M;1000447;1;
3;3;S;305500;0;
3.000001;3s     ;B;100;0;
3.000001;3s     ;B;300;0;
3.000001;3s     ;B;600;0;
3.000001;3s     ;B;700;0;
3.000001;3s     ;B;800;0;
3.000001;3s     ;B;25200;0;
3.000001;3s     ;B;25300;0;
3.000001;3s     ;B;25400;0;
3.000001;3s     ;B;60400;2;
3.000001;3s     ;B;97200;3;
3.000001;3s     ;B;165000;1;
3.000001;3s     ;B;174200;0;
3.000001;3s     ;B;213300;;delete
3.000001;3s     ;B;217500;0;
3.000001;3s     ;B;227200;3;
3.000001;3s     ;B;252900;3;
3.000001;3s     ;B;287100;;delete
3.000001;3s     ;B;302800;3;
3.000001;3s     ;B;305800;0;
3.000001;3s     ;B;306100;3;
3.000001;3s     ;B;317500;3;
3.000001;3s     ;B;328400;3;
3.000001;3s     ;B;335600;;delete
3.000001;3s     ;B;335900;2;
3.000001;3s     ;B;336000;3;
3.000001;3s     ;B;336200;;delete
3.000001;3s     ;B;402200;3;
3.000001;3s     ;B;402300;3;
3.000001;3s     ;B;413600;3;
3.000001;3s     ;B;421400;3;
3.000001;3s     ;B;421500;0;
3.000001;3s     ;B;432800;0;
3.000001;3s     ;K;35400;2;
3.000001;3s     ;K;57400;1;
3.000001;3s     ;K;70600;1;
3.000001;3s     ;K;73600;2;
3.000001;3s     ;K;92500;1;
3.000001;3s     ;K;171800;2;
3.000001;3s     ;K;202600;1;
3.000001;3s     ;K;247300;1;
3.000001;3s     ;K;263300;1;
3.000001;3s     ;K;300800;1;
3.000001;3s     ;K;312700;2;
3.000001;3s     ;K;330800;1;
3.000001;3s     ;K;396800;1;
3.000001;3s     ;K;434800;1;
3.000001;3s     ;K;435300;2;
3.000001;3s     ;K;442400;2;
3.000001;3s     ;M;1000289;1;
3.000001;3s     ;M;1000447;1;
3.000001;3s     ;S;121600;2;
3.000001;3s     ;S;122400;2;
3.000001;3s     ;S;131500;1;
3.000001;3s     ;S;174000;2;
3.000001;3s     ;S;220400;;delete
3.00015;3LV    ;B;100;3;
3.00015;3LV    ;B;300;0;
3.00015;3LV    ;B;600;0;
3.00015;3LV    ;B;700;0;
3.00015;3LV    ;B;800;0;
3.00015;3LV    ;B;9500;;delete
3.00015;3LV    ;B;25200;0;
3.00015;3LV    ;B;25300;0;
3.00015;3LV    ;B;25400;0;
3.00015;3LV    ;B;60400;3;
3.00015;3LV    ;B;97200;2;
3.00015;3LV    ;B;113350;;delete
3.00015;3LV    ;B;165000;1;
3.00015;3LV    ;B;174200;0;
3.00015;3LV    ;B;213300;;delete
3.00015;3LV    ;B;217500;0;
3.00015;3LV    ;B;227200;3;
3.00015;3LV    ;B;231500;;delete
3.00015;3LV    ;B;302800;3;
3.00015;3LV    ;B;305800;0;
3.00015;3LV    ;B;306000;;delete
3.00015;3LV    ;B;306100;3;
3.00015;3LV    ;B;317500;3;
3.00015;3LV    ;B;328400;3;
3.00015;3LV    ;B;330200;;delete
3.00015;3LV    ;B;330600;3;
3.00015;3LV    ;B;335600;;delete
3.00015;3LV    ;B;335900;2;
3.00015;3LV    ;B;336000;3;
3.00015;3LV    ;B;336100;3;
3.00015;3LV    ;B;336200;;delete
3.00015;3LV    ;B;346500;;delete
3.00015;3LV    ;B;363700;3;
3.00015;3LV    ;B;402200;3;
3.00015;3LV    ;B;402300;3;
3.00015;3LV    ;B;413600;3;
3.00015;3LV    ;B;421400;3;
3.00015;3LV    ;B;421500;0;
3.00015;3LV    ;B;422450;;delete
3.00015;3LV    ;B;432800;0;
3.00015;3LV    ;K;57400;1;
3.00015;3LV    ;K;70600;1;
3.00015;3LV    ;K;247300;1;
3.00015;3LV    ;K;256500;1;
3.00015;3LV    ;K;263300;1;
3.00015;3LV    ;K;316400;1;
3.00015;3LV    ;K;415300;1;
3.00015;3LV    ;K;434800;1;
3.00015;3LV    ;K;448500;1;
3.01;3L/4L  ;B;100;3;
3.01;3L/4L  ;B;300;3;
3.01;3L/4L  ;B;600;0;
3.01;3L/4L  ;B;700;3;
3.01;3L/4L  ;B;800;3;
3.01;3L/4L  ;B;9500;;delete
3.01;3L/4L  ;B;25200;3;
3.01;3L/4L  ;B;25300;0;
3.01;3L/4L  ;B;25400;0;
3.01;3L/4L  ;B;60400;3;
3.01;3L/4L  ;B;96900;3;
3.01;3L/4L  ;B;97200;2;
3.01;3L/4L  ;B;113350;;delete
3.01;3L/4L  ;B;137700;;delete
3.01;3L/4L  ;B;165000;1;
3.01;3L/4L  ;B;174200;3;
3.01;3L/4L  ;B;213300;;delete
3.01;3L/4L  ;B;217500;3;
3.01;3L/4L  ;B;227200;3;
3.01;3L/4L  ;B;231500;;delete
3.01;3L/4L  ;B;238050;;delete
3.01;3L/4L  ;B;287100;;delete
3.01;3L/4L  ;B;302800;3;
3.01;3L/4L  ;B;305800;0;
3.01;3L/4L  ;B;306000;;delete
3.01;3L/4L  ;B;306100;3;
3.01;3L/4L  ;B;317500;3;
3.01;3L/4L  ;B;328400;3;
3.01;3L/4L  ;B;330200;;delete
3.01;3L/4L  ;B;330600;3;
3.01;3L/4L  ;B;335600;;delete
3.01;3L/4L  ;B;335900;2;
3.01;3L/4L  ;B;336000;3;
3.01;3L/4L  ;B;336100;3;
3.01;3L/4L  ;B;336200;;delete
3.01;3L/4L  ;B;346500;;delete
3.01;3L/4L  ;B;363700;3;
3.01;3L/4L  ;B;402200;3;
3.01;3L/4L  ;B;402300;3;
3.01;3L/4L  ;B;413600;2;
3.01;3L/4L  ;B;421400;2;
3.01;3L/4L  ;B;421500;3;
3.01;3L/4L  ;B;422450;;delete
3.01;3L/4L  ;B;432800;3;
3.01;3L/4L  ;B;433000;3;
3.01;3L/4L  ;K;33600;1;
3.01;3L/4L  ;K;48300;1;
3.01;3L/4L  ;K;55700;1;
3.01;3L/4L  ;K;57400;2;
3.01;3L/4L  ;K;70600;2;
3.01;3L/4L  ;K;92500;2;
3.01;3L/4L  ;K;142600;1;
3.01;3L/4L  ;K;143500;2;
3.01;3L/4L  ;K;202600;1;
3.01;3L/4L  ;K;225900;1;
3.01;3L/4L  ;K;247300;1;
3.01;3L/4L  ;K;252400;1;
3.01;3L/4L  ;K;256500;1;
3.01;3L/4L  ;K;263300;1;
3.01;3L/4L  ;K;313400;1;
3.01;3L/4L  ;K;325200;2;
3.01;3L/4L  ;K;330800;1;
3.01;3L/4L  ;K;353100;0;
3.01;3L/4L  ;K;444100;2;
3.01;3L/4L  ;K;448500;1;
3.01;3L/4L  ;M;1000447;2;
3.01;3L/4L  ;S;121600;1;
3.01;3L/4L  ;S;159000;2;
3.01;3L/4L  ;S;194000;1;
3.01;3L/4L  ;S;213300;;delete
3.01;3L/4L  ;S;259200;2;
3.01;3L/4L  ;S;329400;2;
3.01;3L/4L  ;S;353100;1;
3.01;3L/4L  ;S;368300;2;
3.1;3*/4*  ;B;100;3;
3.1;3*/4*  ;B;300;0;
3.1;3*/4*  ;B;600;0;
3.1;3*/4*  ;B;700;0;
3.1;3*/4*  ;B;800;3;
3.1;3*/4*  ;B;25200;0;
3.1;3*/4*  ;B;25300;0;
3.1;3*/4*  ;B;25400;0;
3.1;3*/4*  ;B;60400;2;
3.1;3*/4*  ;B;97200;3;
3.1;3*/4*  ;B;165000;1;
3.1;3*/4*  ;B;174200;3;
3.1;3*/4*  ;B;213300;;delete
3.1;3*/4*  ;B;217500;0;
3.1;3*/4*  ;B;224200;;delete
3.1;3*/4*  ;B;227200;3;
3.1;3*/4*  ;B;302800;3;
3.1;3*/4*  ;B;305800;0;
3.1;3*/4*  ;B;306000;;delete
3.1;3*/4*  ;B;306100;0;
3.1;3*/4*  ;B;317500;3;
3.1;3*/4*  ;B;328400;0;
3.1;3*/4*  ;B;330600;3;
3.1;3*/4*  ;B;335900;3;
3.1;3*/4*  ;B;336200;;delete
3.1;3*/4*  ;B;363700;3;
3.1;3*/4*  ;B;402200;3;
3.1;3*/4*  ;B;402300;3;
3.1;3*/4*  ;B;413600;3;
3.1;3*/4*  ;B;421400;3;
3.1;3*/4*  ;B;421500;0;
3.1;3*/4*  ;B;432800;0;
3.1;3*/4*  ;K;55700;2;
3.1;3*/4*  ;K;57400;1;
3.1;3*/4*  ;K;70600;1;
3.1;3*/4*  ;K;73600;1;
3.1;3*/4*  ;K;142600;2;
3.1;3*/4*  ;K;143300;2;
3.1;3*/4*  ;K;143500;2;
3.1;3*/4*  ;K;193400;1;
3.1;3*/4*  ;K;202600;1;
3.1;3*/4*  ;K;247300;1;
3.1;3*/4*  ;K;248300;2;
3.1;3*/4*  ;K;263300;1;
3.1;3*/4*  ;K;287300;2;
3.1;3*/4*  ;K;298400;2;
3.1;3*/4*  ;K;302000;1;
3.1;3*/4*  ;K;325200;1;
3.1;3*/4*  ;K;330800;1;
3.1;3*/4*  ;K;345300;1;
3.1;3*/4*  ;K;372800;1;
3.1;3*/4*  ;K;434800;1;
3.1;3*/4*  ;M;1000283;1;
3.1;3*/4*  ;M;1000289;1;
3.1;3*/4*  ;M;1000447;1;
3.1;3*/4*  ;M;1000499;1;
3.1;3*/4*  ;S;25400;2;
3.1;3*/4*  ;S;121600;2;
3.1;3*/4*  ;S;213300;;delete
3.1;3*/4*  ;S;224200;;delete
4;4;B;100;2;
4;4;B;300;0;
4;4;B;600;0;
4;4;B;700;0;
4;4;B;800;3;
4;4;B;25200;3;
4;4;B;25300;3;
4;4;B;25400;0;
4;4;B;60400;3;
4;4;B;96900;3;
4;4;B;97200;3;
4;4;B;165000;1;
4;4;B;174200;3;
4;4;B;217500;0;
4;4;B;224200;;delete
4;4;B;227200;3;
4;4;B;302800;2;
4;4;B;305800;0;
4;4;B;306100;3;
4;4;B;317500;3;
4;4;B;328400;0;
4;4;B;330600;3;
4;4;B;335900;3;
4;4;B;336200;;delete
4;4;B;363700;3;
4;4;B;402200;2;
4;4;B;402300;2;
4;4;B;413600;3;
4;4;B;421400;3;
4;4;B;421500;0;
4;4;B;432800;3;
4;4;K;33600;1;
4;4;K;55700;1;
4;4;K;62500;1;
4;4;K;70600;1;
4;4;K;86100;1;
4;4;K;143500;1;
4;4;K;165800;1;
4;4;K;179300;1;
4;4;K;193400;1;
4;4;K;247300;1;
4;4;K;248300;1;
4;4;K;256500;2;
4;4;K;287300;1;
4;4;K;298400;1;
4;4;K;302000;2;
4;4;K;325200;1;
4;4;K;345300;2;
4;4;K;389800;1;
4;4;K;434800;2;
4;4;K;444100;1;
4;4;K;451600;1;
4;4;M;1000577;1;
4;4;S;25400;2;
4;4;S;121600;2;
4;4;S;224200;;delete
4;4;S;243400;2;
4;4;S;243500;2;
4;4;S;345300;0;
4;4;S;349500;2;
4;4;S;368400;2;
6;6;B;100;1;update
6;6;B;300;0;
6;6;B;600;0;
6;6;B;700;0;update
6;6;B;800;0;
6;6;B;9500;;delete
6;6;B;25200;0;
6;6;B;25300;0;
6;6;B;25400;0;
6;6;B;60400;3;update
6;6;B;96900;3;update
6;6;B;97200;1;update
6;6;B;165000;1;
6;6;B;174200;3;
6;6;B;213300;;delete
6;6;B;217500;0;
6;6;B;227200;1;update
6;6;B;252900;0;
6;6;B;287100;;delete
6;6;B;302800;1;update
6;6;B;304900;0;
6;6;B;305800;0;
6;6;B;306100;1;update
6;6;B;317100;0;
6;6;B;317300;0;
6;6;B;317500;3;
6;6;B;328400;3;
6;6;B;329700;0;
6;6;B;330600;1;update
6;6;B;335300;0;
6;6;B;335900;1;update
6;6;B;336000;0;
6;6;B;336100;3;
6;6;B;336200;;delete
6;6;B;346500;;delete
6;6;B;362800;0;
6;6;B;363700;3;
6;6;B;402200;3;
6;6;B;402300;3;
6;6;B;402500;0;
6;6;B;402600;0;
6;6;B;402700;0;
6;6;B;413600;0;update
6;6;B;421400;0;update
6;6;B;421500;0;
6;6;B;432800;0;
6;6;B;432900;0;
6;6;B;433000;0;
6;6;K;33600;1;
6;6;K;55700;2;
6;6;K;64200;2;
6;6;K;86100;2;
6;6;K;92500;2;
6;6;K;148600;2;
6;6;K;179300;1;
6;6;K;179900;2;
6;6;K;188800;2;
6;6;K;194000;2;
6;6;K;229700;1;
6;6;K;246900;1;
6;6;K;247300;1;
6;6;K;247500;1;
6;6;K;248300;1;
6;6;K;251400;2;
6;6;K;252400;1;
6;6;K;256500;2;
6;6;K;259800;2;
6;6;K;263000;2;
6;6;K;265700;2;
6;6;K;287300;1;
6;6;K;302400;1;
6;6;K;310500;2;
6;6;K;313400;2;
6;6;K;324700;2;
6;6;K;325200;2;
6;6;K;325500;0;
6;6;K;330800;2;
6;6;K;415300;2;
6;6;K;434800;1;
6;6;K;442400;1;
6;6;K;447400;2;
6;6;K;451600;1;
6;6;M;1000155;1;
6;6;M;1000171;1;
6;6;M;1000289;1;
6;6;M;1000447;1;
6;6;M;1000577;1;
6;6;S;67700;0;
6;6;S;116400;2;
6;6;S;119700;2;
6;6;S;121600;1;
6;6;S;122200;0;
6;6;S;159000;2;
6;6;S;213300;;delete
6;6;S;244000;1;
6;6;S;244200;1;
6;6;S;305500;0;
6;6;S;330300;2;
6;6;S;353100;1;
6;6;S;354400;1;
6;6;S;368300;1;
6;6;S;368400;1;
6.000003;6Fe    ;B;100;3;
6.000003;6Fe    ;B;300;0;
6.000003;6Fe    ;B;600;0;
6.000003;6Fe    ;B;700;3;
6.000003;6Fe    ;B;800;0;
6.000003;6Fe    ;B;9500;;delete
6.000003;6Fe    ;B;25200;0;
6.000003;6Fe    ;B;25300;0;
6.000003;6Fe    ;B;25400;0;
6.000003;6Fe    ;B;60400;2;
6.000003;6Fe    ;B;96900;2;
6.000003;6Fe    ;B;97200;2;
6.000003;6Fe    ;B;165000;1;
6.000003;6Fe    ;B;174200;3;
6.000003;6Fe    ;B;213300;;delete
6.000003;6Fe    ;B;217500;0;
6.000003;6Fe    ;B;227200;2;
6.000003;6Fe    ;B;287100;;delete
6.000003;6Fe    ;B;302800;3;
6.000003;6Fe    ;B;304900;0;
6.000003;6Fe    ;B;305800;0;
6.000003;6Fe    ;B;306100;3;
6.000003;6Fe    ;B;317100;0;
6.000003;6Fe    ;B;317300;0;
6.000003;6Fe    ;B;317500;3;
6.000003;6Fe    ;B;328400;3;
6.000003;6Fe    ;B;329700;0;
6.000003;6Fe    ;B;330600;3;
6.000003;6Fe    ;B;335300;0;
6.000003;6Fe    ;B;335900;2;
6.000003;6Fe    ;B;336000;0;
6.000003;6Fe    ;B;336100;3;
6.000003;6Fe    ;B;336200;;delete
6.000003;6Fe    ;B;346500;;delete
6.000003;6Fe    ;B;362800;0;
6.000003;6Fe    ;B;363700;3;
6.000003;6Fe    ;B;402200;3;
6.000003;6Fe    ;B;402300;3;
6.000003;6Fe    ;B;402500;0;
6.000003;6Fe    ;B;413600;3;
6.000003;6Fe    ;B;421400;3;
6.000003;6Fe    ;B;421500;0;
6.000003;6Fe    ;B;432800;0;
6.000003;6Fe    ;K;33600;1;
6.000003;6Fe    ;K;55700;2;
6.000003;6Fe    ;K;64200;2;
6.000003;6Fe    ;K;86100;2;
6.000003;6Fe    ;K;92500;2;
6.000003;6Fe    ;K;148600;2;
6.000003;6Fe    ;K;179300;1;
6.000003;6Fe    ;K;179900;2;
6.000003;6Fe    ;K;188800;2;
6.000003;6Fe    ;K;194000;2;
6.000003;6Fe    ;K;229700;1;
6.000003;6Fe    ;K;246900;1;
6.000003;6Fe    ;K;247300;1;
6.000003;6Fe    ;K;247500;1;
6.000003;6Fe    ;K;248300;1;
6.000003;6Fe    ;K;251400;2;
6.000003;6Fe    ;K;252400;1;
6.000003;6Fe    ;K;256500;2;
6.000003;6Fe    ;K;259800;2;
6.000003;6Fe    ;K;263000;2;
6.000003;6Fe    ;K;265700;2;
6.000003;6Fe    ;K;287300;1;
6.000003;6Fe    ;K;302400;1;
6.000003;6Fe    ;K;310500;2;
6.000003;6Fe    ;K;313400;2;
6.000003;6Fe    ;K;324700;2;
6.000003;6Fe    ;K;325200;2;
6.000003;6Fe    ;K;325500;0;
6.000003;6Fe    ;K;330800;2;
6.000003;6Fe    ;K;415300;2;
6.000003;6Fe    ;K;434800;1;
6.000003;6Fe    ;K;442400;1;
6.000003;6Fe    ;K;447400;2;
6.000003;6Fe    ;K;451600;1;
6.000003;6Fe    ;M;1000155;1;
6.000003;6Fe    ;M;1000171;1;
6.000003;6Fe    ;M;1000289;1;
6.000003;6Fe    ;M;1000447;1;
6.000003;6Fe    ;M;1000577;1;
6.000003;6Fe    ;S;67700;0;
6.000003;6Fe    ;S;116400;2;
6.000003;6Fe    ;S;119700;2;
6.000003;6Fe    ;S;121600;1;
6.000003;6Fe    ;S;122200;0;
6.000003;6Fe    ;S;159000;2;
6.000003;6Fe    ;S;213300;;delete
6.000003;6Fe    ;S;244000;1;
6.000003;6Fe    ;S;244200;1;
6.000003;6Fe    ;S;330300;2;
6.000003;6Fe    ;S;353100;1;
6.000003;6Fe    ;S;354400;1;
6.000003;6Fe    ;S;368300;1;
6.000003;6Fe    ;S;368400;1;
7.00012;7S     ;B;100;1;update
7.00012;7S     ;B;300;3;
7.00012;7S     ;B;600;0;
7.00012;7S     ;B;700;0;update
7.00012;7S     ;B;800;1;update
7.00012;7S     ;B;9500;;delete
7.00012;7S     ;B;25200;0;update
7.00012;7S     ;B;25300;3;
7.00012;7S     ;B;25400;0;
7.00012;7S     ;B;60400;3;
7.00012;7S     ;B;96900;3;
7.00012;7S     ;B;97200;3;
7.00012;7S     ;B;165000;1;
7.00012;7S     ;B;174200;1;update
7.00012;7S     ;B;213300;;delete
7.00012;7S     ;B;217500;0;update
7.00012;7S     ;B;227200;1;update
7.00012;7S;B;252900;0;
7.00012;7S     ;B;287100;;delete
7.00012;7S     ;B;302800;1;update
7.00012;7S     ;B;304900;0;
7.00012;7S     ;B;305800;0;
7.00012;7S     ;B;306100;1;update
7.00012;7S     ;B;317100;0;
7.00012;7S     ;B;317300;0;
7.00012;7S     ;B;317500;3;
7.00012;7S     ;B;328400;1;update
7.00012;7S     ;B;329700;3;
7.00012;7S     ;B;330600;1;update
7.00012;7S;B;335300;0;
7.00012;7S     ;B;335900;1;update
7.00012;7S     ;B;336000;0;
7.00012;7S     ;B;336100;1;update
7.00012;7S     ;B;336200;;delete
7.00012;7S     ;B;346500;;delete
7.00012;7S     ;B;362800;0;
7.00012;7S     ;B;363700;3;
7.00012;7S     ;B;402200;3;
7.00012;7S     ;B;402300;3;
7.00012;7S     ;B;402500;0;
7.00012;7S;B;402600;0;
7.00012;7S;B;402700;0;
7.00012;7S     ;B;413600;0;update
7.00012;7S     ;B;421400;0;update
7.00012;7S     ;B;421500;0;update
7.00012;7S     ;B;432800;3;
7.00012;7S;B;432900;0;
7.00012;7S;B;433000;0;
7.00012;7S     ;K;6800;1;
7.00012;7S     ;K;10400;2;
7.00012;7S     ;K;33600;1;
7.00012;7S     ;K;34100;1;
7.00012;7S     ;K;48200;2;
7.00012;7S     ;K;55700;1;
7.00012;7S     ;K;64200;2;
7.00012;7S     ;K;86100;2;
7.00012;7S     ;K;92300;1;
7.00012;7S     ;K;93300;2;
7.00012;7S     ;K;94700;1;
7.00012;7S     ;K;113500;1;
7.00012;7S     ;K;134800;2;
